train_loss,epoch,step,val_loss
0.06044643744826317,0,49,
0.04267319291830063,0,99,
0.03490118682384491,0,149,
0.032587818801403046,0,199,
0.02780582383275032,0,249,
0.025645406916737556,0,299,
0.025948652997612953,0,349,
0.022554416209459305,0,399,
0.02167748473584652,0,449,
0.02335931546986103,0,499,
0.020551102235913277,0,549,
0.02093670330941677,0,599,
0.020167602226138115,0,649,
0.020028656348586082,0,699,
,0,703,0.02000216767191887
0.019338255748152733,1,749,
0.01707576774060726,1,799,
0.019085437059402466,1,849,
0.01815328188240528,1,899,
0.017673354595899582,1,949,
0.01966852881014347,1,999,
0.0199729111045599,1,1049,
0.01644698530435562,1,1099,
0.018119722604751587,1,1149,
0.01696976274251938,1,1199,
0.018287817016243935,1,1249,
0.01809690147638321,1,1299,
0.016207534819841385,1,1349,
0.01768566481769085,1,1399,
,1,1407,0.017623238265514374
0.01710059493780136,2,1449,
0.017235416918992996,2,1499,
0.016862034797668457,2,1549,
0.0176298376172781,2,1599,
0.01754622533917427,2,1649,
0.016451166942715645,2,1699,
0.015853730961680412,2,1749,
0.016593966633081436,2,1799,
0.0162670835852623,2,1849,
0.018323376774787903,2,1899,
0.016233673319220543,2,1949,
0.016618696972727776,2,1999,
0.015189534984529018,2,2049,
0.015835227444767952,2,2099,
,2,2111,0.016797708347439766
0.015221865847706795,3,2149,
0.016123328357934952,3,2199,
0.016473084688186646,3,2249,
0.015527062118053436,3,2299,
0.01599629782140255,3,2349,
0.0172180887311697,3,2399,
0.01638355664908886,3,2449,
0.016208339482545853,3,2499,
0.017567062750458717,3,2549,
0.016657929867506027,3,2599,
